service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
NCT:PB0002362:58:28:22,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:23,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:24,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:25,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:26,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:27,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:28,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:29,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:30,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:31,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:32,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:33,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:34,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:35,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:36,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:37,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:38,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:39,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:40,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:41,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:42,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:43,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:44,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:45,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:46,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:47,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:48,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:49,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:50,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:51,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:52,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:53,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:54,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:55,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:56,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:57,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:58,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:59,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:60,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:61,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:62,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:63,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:64,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:65,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:66,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:67,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:68,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:69,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:70,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:71,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:72,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:73,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:74,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:75,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:76,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:77,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:78,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:79,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:80,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:81,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:82,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:83,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:84,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:85,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:86,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:87,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:88,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:89,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:90,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:91,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:92,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:93,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:94,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:95,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:96,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:97,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:98,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:99,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:100,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:101,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:102,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:103,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:104,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:105,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:106,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:107,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:108,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:109,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:110,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:111,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:112,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:113,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:114,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:115,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:116,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:117,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:118,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:119,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:120,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:121,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:122,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:123,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:124,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:125,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:126,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:127,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:128,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:129,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:130,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:131,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:132,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:133,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:134,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:135,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:136,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:137,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:138,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:139,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:140,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:141,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:142,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:143,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:144,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:145,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:146,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:147,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:148,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:149,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:150,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:151,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:152,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:153,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:154,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:155,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:156,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:157,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:158,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:159,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:160,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:161,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:162,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:163,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:164,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:165,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:166,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:167,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:168,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:169,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:170,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:171,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:172,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:173,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:174,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:175,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:176,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:177,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:178,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:179,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:180,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:181,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:182,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:183,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:184,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:185,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:186,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:187,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:188,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:189,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:190,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:191,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:192,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:193,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:194,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:195,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:196,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:197,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:198,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:199,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:200,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:201,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:202,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:203,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:204,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:205,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:206,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:207,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:208,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:209,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:210,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:211,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:212,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:213,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:214,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:215,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:216,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:217,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:218,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:219,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:220,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:221,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:222,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:223,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:224,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:225,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:226,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:227,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:228,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:229,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:230,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:231,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:232,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:233,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:234,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:235,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:236,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:237,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:238,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:239,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:240,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:241,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:242,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:243,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:244,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:245,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:246,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:247,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:248,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:249,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:250,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:251,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:252,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:253,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:254,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:255,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:256,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:257,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:258,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:259,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:260,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:261,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:262,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:263,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:264,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:265,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:266,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:267,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:268,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:269,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:270,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:271,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:272,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:273,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:274,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:275,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:276,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:277,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:278,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:279,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:280,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:281,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:282,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:283,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:284,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:285,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:286,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:287,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:288,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:289,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:290,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:291,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:292,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:293,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:294,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:295,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:296,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:297,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:298,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:299,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:300,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:301,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:302,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:303,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:304,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:305,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:306,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:307,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:308,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:309,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:310,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:311,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:312,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:313,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:314,0,0,0,0,0,0,1,20251124,20251213
NCT:PB0002362:58:28:315,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:316,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:317,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:318,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:319,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:320,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:321,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:322,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:323,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:324,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:325,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:326,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:327,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:328,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:329,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:330,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:331,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:332,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:333,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:334,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:335,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:336,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:337,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:338,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:339,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:340,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:341,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:342,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:343,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:344,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:345,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:346,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:347,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:348,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:349,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:350,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:351,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:352,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:353,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:354,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:355,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:356,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:357,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:358,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:359,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:360,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:361,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:362,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:363,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:364,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:365,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:366,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:367,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:368,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:369,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:370,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:371,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:372,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:373,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:374,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:375,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:376,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:377,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:378,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:379,0,0,0,0,0,1,0,20251124,20251213
NCT:PB0002362:58:28:380,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:381,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:382,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:383,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:384,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:385,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:386,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:387,1,1,1,1,1,0,0,20251124,20251213
NCT:PB0002362:58:28:388,1,1,1,1,1,0,0,20251124,20251213
